Id,Score,Summary,Text,FoodSafetyFlag,SemanticScore,SemanticFlagged,DebertaConfirmed,DebertaSafetyScore,DebertaCategory,FinalSafetyScore,ActionStatus,Human_Is_Hazard,Human_Category,Notes
87781,1,"Fillers, allergens & rendered animal fat: YUCK","Rachel Ray either knows NOTHING about dog nutrition or she doesn't care.  Rachel, you are no Martha Stewart.<br /><br />Nutrish is anything but, it's loaded with COMMON dog food allergens (soy & corn), fillers (corn gluten & dried beet pulp) and<br />'animal fat'... which is a nice way of saying: We took all the dead & diseased animals from the slaughterhouse leftovers, plus the euthanized dogs & cats, rendered them down, drained off the fat & sold it back to the makers of Nutrish as 'animal fat'.<br /><br />There was a big investigation by the Dept. of Agriculture about 15 years ago, that discovered that many dog foods that<br />contained ANIMAL FAT had high amounts of barbiturates in them, because the fat contained the rendered remains of<br />euthanized pets, which are euthanized by a barbiturate overdose.  DVMs across the US were finding that it was taking<br />more of the barbiturate to euthanize the pet because the pet was being fed a small dose in its food on a daily basis,<br />due to the rendered animal fat found in about 25 dog foods, including Nutro.<br /><br />Dried Beet Pulp is the by-product that is left over from the processing of sugar beets, they extract the sugar, and what's left<br />is beet pulp (usually fed to pigs as it's cheap), but in dogs (which are carnivores) it's INDIGESTIBLE & produces gas (which<br />can cause gastric torsion - fatal if not caught & repaired via a DVM surgery in time) and beet pulp produces a FALSELY firm<br />stool, causing you to believe that your beloved dog is healthy because he's pooping some firm poops.<br /><br />No, the dog can't digest the beet pulp, it dehydrates the dog & passes through like a bale of hay....<br /><br />A good dog food contains WHOLE ingredients (not meal), no fillers, no soy, corn or wheat, whole fruits & veggies, no<br />salt and should contain whole turkey or chicken, whole herring and cottage cheese.  Your dog does not need salt if<br />the food contains whole veggies, potatoes, whole fish or cottage cheese, as those foods naturally contain salt.<br /><br />Natura Pet makes Evo (grain free), Innova, California Natural, and their pet food (cat, dog, ferret) contain 100%<br />HUMAN GRADE ingredients... ""natural"" means nothing.  Natura sells to mom & pop pet food stores, not chains or<br />supermarkets, because their food is preservative free, very tasty & HIGHLY caloric, so feed 1/2 the amount that<br />you would normally feed.  On Evo & on Innova your dog will poop 75--50% less stool volume because there's no<br />fillers and it's digestible.  These foods produce a glorious coat & even the pickiest eater will eat them.  Don't<br />supplement with canned food or other items, you won't need them.<br /><br />My Borzoi would spit out filet mignon scraps if they were cold, not sauteed in butter.  LOL!  But, she LOVED Evo.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,1,Contamination,
414118,4,Cats don't like venison,"I won't be buying the Venison product again.  I have also tried Nature's Variety Instinct Chicken and Duck diets, and I am happy with both of those... but the Venison had issues.  When I opened the first can, I noticed white spots/specks on top of the food.  It didn't look right, and it also didn't smell as ""good"" as the other versions I had tried.  It also didn't appear to have much moisture, especially compared to the other two versions I tried.  Through my own research, I found other people commenting on the white specks.  I believe they are bits of fat, but I don't know that for sure.  And to be fair to Nature's Variety, they weren't the only company that I found with complaints about mysterious white specks in their canned cat food.  However, there were several that named this product specifically, so I wish NV would have posted something on their website explaining the white specks.  I am going to stay away from any Venison canned cat food from now on.  Neither of my cats liked this food, but they will eat the Duck/Chicken.  That being said, I do think Nature's Variety has one of the most informative websites out there.  They have a feeding guide which tells you how much of each product you should be feeding your cat/dog, based on weight and activity level.  It was very helpful.<br /><br />***Update 12/14/2011***<br />I ordered the Instinct Lamb formula and it came completely covered in the white specks.  I emailed the company and they responded the very next morning.  Their response:<br />The white specks you are seeing is just congealed fat.  It tends to separate more in our darker proteins like beef, lamb, and venison. We recommend that you simply stir it back in since it is part of the formula.  It's perfectly normal and safe to feed. We don't include any additives in our products to help retain moisture and fat within the protein, so this occurs sometimes in our Instinct Canned products.  Thanks for supporting Nature's Variety!<br /><br />I was really impressed with their prompt response.  I will continue to purchase their canned cat food, just not the venison kind. =) My two cats appear to only like the duck forumla.  I still don't understand why the food looks different with every batch I order.  The first time I ordered the Chicken formula, the cats liked it ok.  It had excess moisture in the can and smelled almost good (to my human nose).  The second time it had the white gunk, no extra moisture, and did not smell so good.  The third time it had globs of gooey stuff on the bottom and stunk.  What is that...?",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
444465,5,Best Basmai Rice on the market,"So you know your rice?  If so you are familiar with Royal Basmati Rice...you are already aware that it is the very best you can buy.  You are fortunate if you can even find some, as it is very rare and rather dear.<br />It has a definite flavor and fragrance to savor.  It only enhances everything else on your plate (or in your bowl!).",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
184585,5,My cats love it...,"Our cats love soft cat food, so I was not surprised when they quickly devoured Petite Cuisine.<br /><br />One of our cats is allergic to corn products, so I was pleased to discover that Petite Cuisine doesn't contain corn or corn products.  It's also free of wheat gluten.  Vitamin supplements are added into the food - Vitamins E, A, and D3.  Our cats have digested it without any noticeable problems.<br /><br />The 24-can pack contains six cans each of ""Red Snapper Entree,"" ""Steamed Tuna & Sole Entree,"" ""Steamed Tuna and Shrimp Entree,"" and ""Yellow Fin Tuna Entree.""  Our cats especially love the Yellow Fin Tuna, and they eat every last morsel.  Some pieces get left behind with the Red Snapper and the Tuna and Shrimp flavors, however, maybe because the fish pieces are larger (I suppose I could mash it up for them, though.)  The product's packaging promises ""no bad odors,"" and they're really not that bad -- unless you can't stand the smell of fish.<br /><br />Petite Cuisine seems to be kind of spendy; it costs about twice what you'd pay for a can of Friskies, and the cans of Petite Cuisine are smaller.  After giving my cats Petite Cuisine, I went to the grocery store to look at similar cat food products, and discovered there are several very similar items (to P.C.) on the market, and for a lot cheaper.<br /><br />So yes, there are cheaper options.  But in terms of taste and kitty appreciation, this was a hit.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
161161,5,"Excellent, Convenient Product!","Please note that the product image is different from the product packaging you will receive; they're the same, just that the present proper name is ""Mori-Nu Silken Tofu Extra Firm,"" not ""Silken Style."" But it doesn't matter, as this is one of the most convenient products for your pantry if you enjoy tofu in your miso or stir fry. This product, according to the manufacturer, has a recommended shelf life of one year from date of manufacture. I ordered and received this 12-pack in April 2009 and received boxes marked with a late October 2009 expiration, which is fine (this is one of my concerns about ordering food from Amazon; my local Publix supermarket can't even rotate its stock properly [found a dozen packages of out-of-date gourmet Italian cheese there today - but i digress]).<br /><br />This is great product. A real time-saver, and considering that I'm the only one in the house that will eat tofu, saves me money, as there is less waste.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
486729,4,"Yes it does have an odor that some will find disagreeable, but it works for me and I will continue to purchase it","I read some of the reviews on here and I almost didn't purchase.  But I reached a point where due to my erratic work schedule, trying to fit in my studying time and completing assignments, my sleep pattern was disrupted and it was affecting my mood and concentration.  So I bit the bullet and purchased this at a local B&M store.  When I got home after work, I boiled some water and opened the package.  I noticed that this tea was packaged in a plastic bag so I guess it did has a pungent smell.  I opened the plastic bag and took a big whiff.  I was kind of disappointed.  It doesn't smell as bad as some of the other reviewers made it out to me but then again my nose has been wonky for some time so it could be me.  Yes I will admit that it does has a funky odor but it is not that strong to me.  To me, smells like this health food store I used to frequent in the Hyde Park neighborhood.  Very musky but weirdly comforting.  I have tried it with peppermint, turmeric (for a different affliction) and I have tried it plain with stevia and it taste okay to me.  I wouldn't say I have an iron stomach because I can easily get sick if food is left out in the open not at the proper temperature.  For me, this product took about two days for it to kick in and I am now able to sleep for a full eight hours straight instead of sleeping in fits of four hours here, wake up for about two hours, sleep for three, wake up for a hour and sleep for another four hours.  For those with sensitive noses and sense of taste, you have been amply warned by other reviewers.  For others, I say give it a shot or at least pair it with some other teas to dilute the taste a bit.  For example, mints like peppermint or spearmint will help.  Some folks will use lavender to mask the smell.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
212668,5,Rose Hip Tea,"Prompt Service and I'm grateful to be able to order my rose hip tea on-line, from a reliable source, instead of running around from store to store looking for it.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
259111,2,Unacceptable quality--Real Food Toppers Chix Breast Treats,"I have purchased these freeze-dried natural chicken breast treats in the past from a few different suppliers so I know what to expect in terms of product characteristics & quality. I have a dentally-challenged senior cat who is diabetic (in remission), has a hyperthyroid condition & mega colon. He has lost several teeth so it was important that I find a treat for him that he likes that not only is natural, without additives or sugars but also has a soft, tender consistency that is easy for him to chew. These Real Food Toppers freeze-dried chicken breast pieces were the perfect solution & my cat loved them. They even print ""soft to chew"" right on the packaging. I found this 2-pack listing on Amazon with an outstanding discounted price so I decided my next order would be from Amazon (I also decided to make it an autoship subscription as well so saving even more $). Unfortunately, when the 1st shipment arrived I was quite disappointed to find chicken pieces that were dried up & hard -- maybe 15% of the pieces were soft enough to give my cat. In fact, because when I offer treats to my cat I normally have to break the large chunks into smaller bite-sized pieces, I found the majority of the product in this order to be so hard I could not even break them apart with my hands. If I attempted to cut them up into much smaller pieces with a knife so he could maybe chew those, the product simply disintegrated into crumbs. All 4 pouches in my order were the same unacceptable quality. I also determined that not a single one had a ""best by"" date on the packaging. Since every other package I'd ever purchased regardless of who the supplier was always had dates on them I figured these pouches must have been very, very old. Because I opened all 4 pouches thinking I'd eventually have to find some acceptable pieces I was unable to return the order. When I receive the 2d shipment if there are no dates on any of the pouches then I'll be returning the order (unopened) otherwise I'll open a pouch & if I find the contents unacceptable I'll return the shipment & cancel the remainder of the autoship subscription.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,1,Quality_Defect,
209309,5,Good snack,"These have always been one of my favorite snacks.  Probably not very good for you but as with anything they are fine if taken in moderation!  Not much else to say about them, it's bagle chips with cinnamon on top!",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
59663,1,I think this made my dog sick - bad batch?,"Ever since I opened the newest bag of ""Taste of the Wild,"" my dog has not wanted to eat it.  The pellets look much different than usual, and the food does not smell good.  My dog rejects it, and when he does eat a little, he looks very unhappy about it.  He has been vomiting multiple times per day since eating this new bag of food.  Through a process of elimination, I have come to the conclusion that this newest bag of food is making him sick.  Although my dog used to love this food, I have lost faith in the brand and will not be ordering any more.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,1,Contamination,
330988,5,It actually rises!,"I've made many gluten pizza crust recipes from scratch, using multiple (expensive) flours and all sorts of recipes. In general, they don't rise well and taste very much like cardboard. Bob's actually rises and has the texture of a foccacia flat bread.  It is NOT the wettest GF pizza crust mix I've run across ... several of the scratch ones are absolutely like batter. This is more like a loose dough. Also, I mixed it using the dough hook on my KitchenAid mixer and I'm told that may have made a big difference in the dough consistency. I followed the recipe exactly, letting it rise in a warm (garage) for 20 minutes.  It is sticky, but I followed the directions and kept wetting my hands to pat it into a round shape--be patient, wet your palms as soon as it starts to stick and go around the shape 3 or 4 times -- it will work.  You can also grease your hands with olive oil if you prefer that method.  I also did NOT use a pizza pan, but instead patted it into a round on a heavy duty lipped cookie sheet and it was perfect.  As it makes 2 crusts, I mixed a bit of dried basil and powdered garlic into the dough of one crust and that made it even better. I also patted the 2nd one quite a bit thinner, as the first time I thought it was about right, but once it rose, it was quite thick. This will be our 'go to' mix from now on.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
376033,5,Cat loves this scratcher,Can't beat the price for keeping the cat happy.  Cat has never bothered with the toy feature but she LOVES getting on top of the scratcher and tearing at it like crazy.  Lasts pretty well and board can be flipped over to use other side.  Little bits of cardboard end up on the floor but not an issue since vacuum takes them up easily.,TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
534724,5,The Fourth New Flavor of the Quintessential Condiment!,"This was the fourth modern variation on an essentially unchanged, bestselling product for more than 140 years.  Other flavors are:<br /><br /><a href=""http://www.amazon.com/gp/product/B0004LZMOY"">Orginal Pepper Sauce</a> (hot) (2500-5000 Scoville Heat Units),<br /><a href=""http://www.amazon.com/gp/product/B001GVIQV2"">Green Pepper Sauce</a> (milder yet) (600-1200 Scoville Heat Units),<br /><a href=""http://www.amazon.com/gp/product/B000KOQI8O"">Habanero Sauce</a> (hottest) (>7000 Scoville Heat Units).<br /><a href=""http://www.amazon.com/gp/product/B000KOQI6Q"">Garlic Pepper Sauce</a> (milder) (1200-2400 Scoville Heat Units),<br />Sweet & Spicy Pepper Sauce (mildest) (100-600 Scoville Heat Units),<br />but this is <a href=""http://www.amazon.com/gp/product/B0000DG59I"">Chipotle Pepper Sauce</a> (mild) (1500-2500 Scoville Heat Units).<br /><br />Dueling histories of the McIlhenny Company are available: (authorized) <a href=""http://www.amazon.com/gp/product/0979780802"">Tabasco: An Illustrated History</a> and (unauthorized) <a href=""http://www.amazon.com/gp/product/0060721855"">McIlhenny's Gold: How a Louisiana Family Built the Tabasco Empire</a>, for those curious about how this most remarkable product and business empire came to be.<br /><br />Note: ""A pharmacist named Wilbur Scoville invented the Scoville Scale in 1912 to measure the heat of peppers. A 'Scoville Unit' is actually a measure of capsaicin (the chemical in hot peppers that is responsible for their heat).<br /><br />Scoville's test was a comparative taste test that is considered subjective by today's standards. A more sophisticated method is in use today, but in honor of Wilbur Scoville, the unit of measure is still called the Scoville.<br /><br />The capsaicin level in peppers can vary from plant to plant due to local environmental conditions. This means that a pepper's rating is an average measure.<br /><br />The hottest pepper on record is the Bhut Jolokia with a pungency of over 1 million Scoville Heat Units (1,001,304, to be exact). By contrast, the Bell Pepper comes in at less than 100 Scoville Heat Units.""",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
85446,1,"Yuck, Yuck, Yuck","I really wanted to like this product but sadly, I hated it.<br /><br />The texture was weird. Some pieces were almost ""pre-chewed"" in texture while others were so tough and full of gristle you couldn't eat them.<br /><br />The smell was just foul. I ordered the Teriyaki flavor and have never smelled anything like this before. It smelled rotten, rancid. The smell clung to your hands.<br /><br />There was a thick grease on each piece. I've never had jerky that was so greasy.<br /><br />I am feeding the strips I didn't eat, that would be almost the whole bag, to my dog. She likes them and hasn't gotten sick, yet.<br /><br />I've never left a harsh review before but this product was so beyond bad I had to be brutally honest. I'm sure there are people who love this product but I am not one of them.",TRUE,0.542000115,TRUE,TRUE,0.617351413,Contamination,0.6174,Medium Alert (Manual Review),1,Spoilage,
222009,1,Stale cereal,Opened only one box of cereal and it was stale. Not fresh like in stores. Was actually looking for the vanilla cookie crisp without the sprinkles and was excited to order. I'm extremely disappointed that someone would sale STALE Cereal. Not worth the $ that I paid. Now I have 3 unopened boxes of stale cereal that I can't do anything with. Go to your local grocer to get quality cereal. Lesson learned for me.,TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
173206,5,Dilmah tea is a delight!,"My husband and I were introduced to Dilmah tea about 10 years ago when a student we hosted from New Zealand brought us a sample package as a gift. We loved it!! I was so excited to find a tea I truly loved that I asked her to please send more when she got home to New Zealand. Ever since, she sends me a couple of boxes as a Christmas gift. For many years, getting Dilmah tea in the US was quite expensive and it was actually cheaper for us to send to NZ and have it shipped here.<br /><br />One of the greatest things about Dilmah tea is that each cup/pot is the same as the last. You always know what flavor you're going to have . . . it doesn't vary from one cup to the next. You get to select your variety by whatever flavor you choose, rather than having each cup/pot (of the same flavor variety)do it for you because the mix of teas is not the same in each bag.<br /><br />I have yet to try the green teas, but bought them as gifts for friends that drink green and herbal teas exclusively. I'm anxious to see how they compare to the black teas.<br /><br />As long as I can get it, Dilmah teas will be on my shelf.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
139979,5,Be aware that the photo is NOT what you will get,"I finally received the color that I ordered - there was a mixup on the seller's end, but they did<br />get right on it and send out the right color.  I have not used it yet - I bought it for special cupcakes<br />for an event in a few days. I'll add to the review when we have actually used the product.<br /><br />I did want to mention, though, for those who think this might be a really great deal - the bottle<br />you see in the photo is NOT the bottle you are purchasing. You are getting one of the very small (under 3"" tall)<br />drop bottles, not one of the large ones shown in the photograph. I wanted to point that out, because for people who<br />are only looking at the photos, it is misleading. Not sure why some sellers feel the need to be sneaky, but<br />I guess they try for more sales that way.<br /><br />I'll be back to review the actual gel once we are done with the project.<br />Just don't expect the big bottle when you purchase from this listing.<br /><br />UPDATE:<br />Well, I am now a HUGE fan of the gel coloring!<br />It worked like a dream, gave us a beautiful frosting that looked like black leather (but soft).<br />No purples or blues, no weird shades - just great color.<br />Now I will probably have to get more colors, because with these, I might start decorating cupcakes again!<br />I am adding a photo of our cookout cupcakes that we used the frosting for... it all looked great!",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
497923,1,"Kettle has sold out, the chips are horrible now","Used to eat the Spicy Thai flavor all the time.  MSG makes my body unhappy and this was one of the few flavored chips that was MSG free.  Now they have changed the whole recipe and how they make them.  Instead of being real food on the ingredients like it used to be its mostly processed chemical garbage, a bunch more salt and MSG stuffed in under the label ""yeast extract"".  They removed the NO MSG from the label so they know very well what they did.<br /><br />The worst part though is that they taste horrible.  Instead of crisp, oily and full of character...say as if they were cooked in like...a kettle or something they instead have the color and uniformity of baked lays.  The Spicy Thai flavor now tastes like sour cream and onion or ranch that has gone rancid.<br /><br />What a shame, no more kettle chips for me.  It seems they are slowly moving one flavor at a time to this new cheap ingredient list and manufacturing method.  Dont be fooled into paying a premium price for these chips as they are not a premium product anymore.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
284718,5,Cat Loves Them and Hopefully They Help,"No problem at all getting the cat to partake!!  In fact, she pretty much insists on her nightly ""treat"".  I know brushing her teeth would be better, but, since she doesn't always cooperate in that effort, I hope these help at least a little bit to keep her teeth clean.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
435782,4,Tasty and Peppy,"Beware, these little gems taste better than candy! The Ambrosoli-Honees Energy Plus Vitamin Caramels are not only delicious, they also give you a little boost as well. When I received them in the mail, I put them to the side. Later that night, when I was writing on my computer, I decided to give them a try. Phew, if they weren't so good, I'd only have eaten one. But I opted for two in a row because this hard energy candy tasted better than most caramels I've tried...Big mistake. I couldn't get to sleep for a few more hours, haha. Now, with that said, it isn't like the Energy Plus Vitamin Caramels are full of caffeine or other energy pepping herbs. Instead, they are full of B-vitamins. So, I cannot honestly say that my brain or body were wired wirth nervous energy, like if I downed some hard-core energy drink. It was more of a mental boost with no crashing side-effect, which is a plus. I really like them and I am going to order some more just to keep around when I need to satisfy my sweet craving. The hard candy has a soft center with a mixture of honey/caramel flavor that satisfies my craving while giving me a slight boost. Perfect combo!",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
490314,5,I love these,"I make a lot of food from scratch (beans, rice, etc), and I use these to make a broth when I'm making soup.  These add just the right amount of flavor to grains, and they don't taste MSGish, like I have experienced with other store bought bullion powder in the past.  I really like these, as they make healthy food taste good :)",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
18239,5,Frontier nutmeg,"There is nothing as delicious as the use of fresh herbs, this is no exception,<br />When I opened the bag the aroma was so sumptuous it's, the difference like<br />Having a shaker of pepper or fresh ground pepper which would you choose ?<br />I know what I want, there are also nutmeg grinders out there so it's easy to<br />Use or buy a little grater so you can put it straight over your dish.<br />I hope this review was helpfull, Bon appetite.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
130382,2,Not worth the money,"These have no bite at all...Nothing. They should scratch off the ""Wasabi"" from the label... on the verge of false advertisibg...""Bold""...My behind...the only reason for 2 stars is that they are at least Almonds....",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
437676,3,"Good, but a little overly tart for me","I feel a little bit guilty giving this 3 stars considering that I've never had a true appletini made by a real bartender, so I've nothing to compare it to taste-wise. However, I can't justify giving it a higher rating because I just didn't enjoy it as much as I wanted to.<br /><br />Taste-wise this wasn't bad. It's very much on the tart side, which I usually like in my drinks and there's a decent flavor here. At times the drink just seemed a little too tart and I can see where people who don't like very sour things wouldn't really be as into this drink. People who are comparing it to a Jolly Rancher are pretty much spot on. I kept thinking that it reminded me of something and when I saw that others thought it reminded them of this candy, I couldn't help but think ""that's it exactly!""<br /><br />This just seemed a little too artificial at times for my taste, too much like a packet of grown-up Kool-Aid. This might be what this drink essentially is, but Crystal Light is pretty great at making instant drinks so I did have some pretty high expectations going into this. I'll probably still end up checking out the other flavors and this is still a pretty decent drink overall. I think if I were to add something to it or dilute the drink a little more then maybe it'd be a little better for me.<br /><br />Overall this was a decent enough drink but I'd hesitate to make it a staple of my household beverage drinking.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
193184,1,Be careful the first time you use this product.,"This stuff is delicious. That said, there are other considerations. I had this on Eggo waffles for breakfast. It was all I could hope it to be. Then two hours later my stomach began to growl and roll and I developed cramps. I spent the next six hours running to the bathroom. It is sweetened with maltitol, which causes extreme gastric distress for some people. Check it out on Google. I guess I'm one of them. I waited three days and tried it again for lunch, thinking maybe it just didn't like an empty stomach. Same results. So if you are going to be ""out and about"" do NOT try this for the first time. Wait until you are at home all day. If it is agreeable with your digestive tract, it's as good as any sugared table syrup. I ended tossing the second bottle I bought in the trash.<br /><br />Terry",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,1,Illness ,
58603,2,"Oh, the gas! The horrible, horrible gas...","Let's get one thing straight first: dogs love this stuff. I mean they REALLY LOVE IT. Not just my puppy, but every dog in my office - the second this stuff comes out, my desk is surrounded by noses that smelled it from across the office. And they want it so bad they'll watch wistfully as my puppy devours it, just a little bit, from his Kong. When he's done, they get in line to steal the Kong and the lucky one will spend several minutes working on it just in case there's any left.<br /><br />By the end of the afternoon, I am choking on the odor that rises at regular intervals from under my desk in nearly visible clouds of pure dog fart stench. By the time we get home, even the puppy will stop in his tracks every few minutes and startle at his own rear end, not entirely sure what's going on back there but knowing it's probably not good. By the end of the evening I am swearing to myself once again that tomorrow, no matter how desperate I am to occupy him and get some work done, I won't give this stuff to the puppy and turn him into a 6.5lb tactical nuke.<br /><br />I think today was the last time he'll be getting it, and the rest of the can is going in the trash. It's just not worth it!",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
522981,5,Makes a nice gift,"We received this Almond Roca can for Christmas and I do think it's a rather nice gift.  Almond Roca fans rejoice!  The can is pretty big -- more impressive than the regular Almond Roca containers.  There's enough sweetness there to last a long time.<br /><br />Almond Roca will please anyone who likes almonds, toffee and chocolate.  Nutty chocolate on the outside, crunchy toffee on the inside.  Yum.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
208496,5,Doggie Crack?!,"The five stars are from Panda the Puppy.  This thing smells horrible, and looks disgusting, but the puppy loves it. He loves it so much that I can tolerate the horrible smell for him.  Panda loves treats, like most puppies, but this treat in particular gets his attention. It is working as a great training aid too.  He sits, he licks.  It is a treat that he is motivated to work for, and it makes training easier. We do have other treats that work, but this one has the benefit of a fast grab. I don't have to dig in a bag or really search for it.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
36486,4,They are worth the work!,"How do you make these delicious?<br /><br />Hold your nose, snip the bag open and pour into a colindar with your faucet on hot full blast; if you have a spray option use it to cover the noodles better.  I let this rinse and drain in the hot water for a full minute, agitating the noodles the whole time to REALLY rinse them well.  I then put them in a salad spinner and spin them dry.  I place them in a bowl and nuke for 90 seconds, then I give them another spin to get them dry again.  While still hot, I place them in a big bowl and cover with a zesty pasta sauce, stir and let them sit for several minutes while I boil pasta for my hubby and daughter.  When their's is ready, I sprinkle mine with cheese, add a few meatballs and nuke again until very hot.  We all get a spagetti dinner on the table at the same time and I get to keep my plate well under 10 carbs.<br /><br />Prepared this way, I think they taste very good.  I also do a spicy Thai peanut sauce that I also have the noodles sit in before heating and enjoying with grated carrots, sliced green onions and shredded cabbage.  I think it is important to really let the noodles rest in the sauce of your choice so they have a chance to absorb flavor.  If you do not do this, they taste awful!  I just rinsed and heated them the first time I had them and hated them.  I went through the above process to rid them of the packing water, which is the element I couldn't like.  I am not bothered by the texture because I dress them with a lot of textures so I never notice them tasting different.  I would not cook these and dress with only butter and cheese, you need to bury them a bit in a hearty dish.  I have snipped these smaller and made a great tuna casserole that my family liked too.<br /><br />I have not tried the fetaccini cut, but the smaller angel hair melds easily into dishes, a thicker noodle may be more rubbery.<br /><br />If you spend the prep time they are great!",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
370127,5,Surprised by How Good These Are....and EASY,"I bought a few packages of this mix because I'm just burnt out on domesticity lately - hardly surprising since it's just after the holidays.<br /><br />I have to say I was totally surprised by how good these are. I just never expected that from a mix. They were super easy to make too and I think they make exactly the right amount. They were all gone long before we got tired of them or before they could get stale.<br /><br />We don't like crispy cookies and I thought the batter was a little sticky (the stickier the batter, the crispier the cookie) so I chilled the dough just a bit and used my cookie scoop to make uniform cookies. I also used my insulated baking sheets and these turned out perfect!<br /><br />I experimented a little with these the second time I made them and added just a little flour and chilled the dough thoroughly. Then I rolled it out, cut it into circles and put a dollop of homemade raspberry jam in the center of a circle, topped with another circle of the dough (the second circle I cut a couple of small slits in prior to placing it on top), sealed the edges and baked that way, again on insulated baking sheets. My husband thought they were excellent!<br /><br />I will definitely be buying more of this mix in the future.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
387085,5,Good Smokey Flavor,"Stubb's makes a variety of marinades and sauces which are just first rate. This Mesquite Liquid is certainly no exception. When you open the bottle, it smells just like standing next to a Mesquite fire. Full of flavor. We a few drops in our chicken wing marinade tonight, thinking we could always add more later, and I'll have to say, it was enough. It was great!<br /><br />I highly recommend it for your cooking needs. And one bottle is going to go a long way.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
530867,5,Great,"It's impossible to find whole nutmeg in stores anymore, so I was glad to find it here at a good price.  Freshly grated nutmeg is far superior to the ground nutmeg.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
311318,1,Doggie Diarrhea!  Back to Blue Buffalo Wilderness...,"Our three dogs have been grain free for over a year, and we were feeding them Taste of the Wild almost that whole time.  However, they had TERRIBLE, persistent gas everyday, so we decided to try a different brand of food.  We transitioned our boys to Blue Buffalo's Wilderness line (grain-free), and they did wonderfully for about four months - very little gas, healthy coats, and minimal dog-doo, too (which is a big deal considering we have a Mastiff, a Boxer, and an Alapaha Blue Blood Bulldog).  Amazon didn't offer Blue Wilderness for Prime (free shipping), so I was going to the store and lugging heavy food bags at least twice a month.  First we decided to try Nature's Variety Instinct (grain-free line), which gave them slightly more gas and couldn't be purchased locally.  We like to buy on Amazon, but sometimes, with three big dogs, we run out faster than I anticipate - having a local store for emergencies is pretty important for us.  We went back to Blue Buffalo for a couple months, and then next we decided to try EVO - all of my research said this was the absolute BEST.  Well, as the title of this review indicated, all three of our boys got miserable diarrhea.  We transitioned our boys slowly, but once we went over one-half EVO, all three of the boys filled the yard with 100% liquid stool.  Poor guys!  We transitioned them back and once they were below fifty percent EVO, their movements went back to normal - but only after two days of constipation.  Our boys are back to feeling good, and we're back to buying Blue Buffalo Wilderness.  You don't know unless you try, I guess, but I feel terrible for putting the boys through that.  Good luck to everyone searching for a new favorite food.",TRUE,0,FALSE,FALSE,0,Not_Evaluated,0,Not Evaluated,0,Safe,
